Name,No.,year,sex
Janice,78,1964,Female
Jeanette,76,1964,Female
Gillian,75,1964,Female
Diana,73,1964,Female
Teresa,72,1964,Female
Maureen,70,1964,Female
Colleen,70,1964,Female
Frances,69,1964,Female
Kay,68,1964,Female
Claire,68,1964,Female
Karen,560,1965,Female
Susan,506,1965,Female
Sandra,452,1965,Female
Michelle,446,1965,Female
Joanne,443,1965,Female
Donna,436,1965,Female
Deborah,413,1965,Female
Sharon,394,1965,Female
Tania,370,1965,Female
Julie,365,1965,Female
Christine,354,1965,Female
Jacqueline,326,1965,Female
Tracey,320,1965,Female
Linda,317,1965,Female
Wendy,314,1965,Female
Helen,313,1965,Female
Elizabeth,292,1965,Female
Angela,292,1965,Female
Nicola,272,1965,Female
Kim,268,1965,Female
Fiona,268,1965,Female
Leanne,264,1965,Female
Catherine,263,1965,Female
Jennifer,256,1965,Female
Robyn,241,1965,Female
Denise,226,1965,Female
Sarah,217,1965,Female
Maria,214,1965,Female
Jane,206,1965,Female
Diane,206,1965,Female
Lisa,202,1965,Female
Patricia,201,1965,Female
Tracy,199,1965,Female
Suzanne,194,1965,Female
Heather,193,1965,Female
Andrea,193,1965,Female
Carol,181,1965,Female
Mary,179,1965,Female
Carolyn,179,1965,Female
Margaret,168,1965,Female
Kathryn,167,1965,Female
Anne,164,1965,Female
Lynette,163,1965,Female
Debra,159,1965,Female
Judith,157,1965,Female
Louise,151,1965,Female
Brenda,150,1965,Female
Alison,145,1965,Female
Raewyn,141,1965,Female
Amanda,141,1965,Female
Vicki,139,1965,Female
Janine,134,1965,Female
Maree,125,1965,Female
Paula,124,1965,Female
Bronwyn,124,1965,Female
Lynda,121,1965,Female
Sally,117,1965,Female
Stephanie,116,1965,Female
Tanya,113,1965,Female
Megan,113,1965,Female
Marie,111,1965,Female
Annette,108,1965,Female
Ann,105,1965,Female
Kathleen,104,1965,Female
Dianne,103,1965,Female
Pauline,100,1965,Female
Caroline,100,1965,Female
Debbie,98,1965,Female
Anna,97,1965,Female
Rachel,95,1965,Female
Pamela,95,1965,Female
Shelley,93,1965,Female
Ruth,92,1965,Female
Barbara,92,1965,Female
Rosemary,91,1965,Female
Tina,91,1965,Female
Katrina,81,1965,Female
Jillian,80,1965,Female
Michele,79,1965,Female
Janet,79,1965,Female
Jan,78,1965,Female
Kerry,76,1965,Female
Yvonne,75,1965,Female
Sheryl,75,1965,Female
Natalie,74,1965,Female
Shona,73,1965,Female
Colleen,73,1965,Female
Toni,72,1965,Female
Lorraine,72,1965,Female
Jeanette,71,1965,Female
Katherine,70,1965,Female
Cherie,69,1965,Female
Lynne,68,1965,Female
Gillian,68,1965,Female
Diana,67,1965,Female
Kay,65,1965,Female
Belinda,65,1965,Female
Teresa,64,1965,Female
Cheryl,64,1965,Female
Frances,63,1965,Female
Michelle,587,1966,Female
Karen,551,1966,Female
Deborah,495,1966,Female
Susan,492,1966,Female
Joanne,430,1966,Female
Sandra,426,1966,Female
Lisa,420,1966,Female
Tania,391,1966,Female
Sharon,391,1966,Female
Tracey,375,1966,Female
Donna,371,1966,Female
Julie,363,1966,Female
Angela,357,1966,Female
Christine,338,1966,Female
Jacqueline,317,1966,Female
Nicola,300,1966,Female
Helen,296,1966,Female
Wendy,295,1966,Female
Fiona,293,1966,Female
Elizabeth,276,1966,Female
Catherine,270,1966,Female
Leanne,247,1966,Female
Kim,246,1966,Female
Maria,240,1966,Female
Jennifer,239,1966,Female
Sarah,225,1966,Female
Linda,225,1966,Female
Tracy,216,1966,Female
Andrea,208,1966,Female
Alison,204,1966,Female
Jane,202,1966,Female
Diane,194,1966,Female
Robyn,191,1966,Female
Denise,180,1966,Female
Mary,179,1966,Female
Kathryn,175,1966,Female
Suzanne,173,1966,Female
Janine,172,1966,Female
Margaret,171,1966,Female
Patricia,167,1966,Female
Heather,164,1966,Female
Anne,164,1966,Female
Amanda,159,1966,Female
Louise,153,1966,Female
Paula,151,1966,Female
Carol,149,1966,Female
Carolyn,145,1966,Female
Judith,137,1966,Female
Raewyn,135,1966,Female
Maree,134,1966,Female
Megan,129,1966,Female
Lynda,126,1966,Female
Debra,125,1966,Female
Brenda,125,1966,Female
Tanya,122,1966,Female
Vicki,121,1966,Female
Stephanie,119,1966,Female
Lynette,116,1966,Female
Kathleen,111,1966,Female
Anna,109,1966,Female
Bronwyn,109,1966,Female
Sally,108,1966,Female
Shelley,107,1966,Female
Kerry,103,1966,Female
Tina,101,1966,Female
Barbara,101,1966,Female
Katrina,97,1966,Female
Rachel,95,1966,Female
Rosemary,94,1966,Female
Pauline,92,1966,Female
Katherine,90,1966,Female
Dianne,90,1966,Female
Annette,89,1966,Female
Debbie,87,1966,Female
Marie,86,1966,Female
Caroline,84,1966,Female
Cheryl,82,1966,Female
Michele,81,1966,Female
Pamela,80,1966,Female
Janet,80,1966,Female
Toni,79,1966,Female
Jan,78,1966,Female
Cherie,77,1966,Female
Karyn,76,1966,Female
Ann,76,1966,Female
Claire,75,1966,Female
Teresa,74,1966,Female
Christina,73,1966,Female
Gail,71,1966,Female
Yvonne,70,1966,Female
Melanie,70,1966,Female
Gillian,70,1966,Female
Jillian,70,1966,Female
Sheryl,69,1966,Female
Ruth,68,1966,Female
Sonia,66,1966,Female
Natalie,66,1966,Female
Vicky,65,1966,Female
Rhonda,64,1966,Female
Rebecca,62,1966,Female
Karen,651,1967,Female
Lisa,638,1967,Female
Michelle,613,1967,Female
Deborah,479,1967,Female
Susan,430,1967,Female
Tania,419,1967,Female
Angela,410,1967,Female
Tracey,405,1967,Female
Kim,401,1967,Female
Nicola,391,1967,Female
Sandra,371,1967,Female
Joanne,369,1967,Female
Donna,364,1967,Female
Helen,351,1967,Female
Sharon,342,1967,Female
Julie,342,1967,Female
Christine,314,1967,Female
Fiona,306,1967,Female
Jacqueline,300,1967,Female
Wendy,286,1967,Female
Maria,270,1967,Female
Catherine,260,1967,Female
Elizabeth,257,1967,Female
Jennifer,256,1967,Female
Linda,240,1967,Female
Sarah,233,1967,Female
Tracy,223,1967,Female
Leanne,222,1967,Female
Andrea,218,1967,Female
Jane,205,1967,Female
Robyn,191,1967,Female
Amanda,180,1967,Female
Alison,175,1967,Female
Paula,169,1967,Female
Kathryn,169,1967,Female
Denise,166,1967,Female
Diane,158,1967,Female
Louise,157,1967,Female
Patricia,156,1967,Female
Suzanne,155,1967,Female
Brenda,149,1967,Female
Mary,148,1967,Female
Margaret,148,1967,Female
Janine,146,1967,Female
Maree,142,1967,Female
Heather,138,1967,Female
Tina,137,1967,Female
Rachel,133,1967,Female
Carol,132,1967,Female
Raewyn,131,1967,Female
Anne,131,1967,Female
Megan,129,1967,Female
Anna,128,1967,Female
Vicki,127,1967,Female
Carolyn,124,1967,Female
Marie,122,1967,Female
Debra,122,1967,Female
Judith,120,1967,Female
Tanya,107,1967,Female
Katherine,105,1967,Female
Stephanie,103,1967,Female
Lynette,103,1967,Female
Barbara,103,1967,Female
Pauline,101,1967,Female
Bronwyn,101,1967,Female
Pamela,98,1967,Female
Kathleen,98,1967,Female
Katrina,97,1967,Female
Annette,97,1967,Female
Debbie,95,1967,Female
Teresa,92,1967,Female
Shelley,91,1967,Female
Claire,90,1967,Female
Natalie,88,1967,Female
Toni,87,1967,Female
Lynda,87,1967,Female
Melissa,87,1967,Female
Michele,85,1967,Female
Justine,85,1967,Female
Sally,83,1967,Female
Caroline,83,1967,Female
Vanessa,82,1967,Female
Shona,82,1967,Female
Kerry,81,1967,Female
Cherie,81,1967,Female
Ann,81,1967,Female
Rebecca,80,1967,Female
Gillian,78,1967,Female
Lesley,77,1967,Female
Dianne,71,1967,Female
Melanie,70,1967,Female
Philippa,69,1967,Female
Yvonne,68,1967,Female
Ruth,67,1967,Female
Bridget,67,1967,Female
Vicky,66,1967,Female
Jan,66,1967,Female
Penelope,63,1967,Female
Karyn,63,1967,Female
Sonya,62,1967,Female
Lisa,760,1968,Female
Karen,624,1968,Female
Michelle,549,1968,Female
Tania,456,1968,Female
Kim,435,1968,Female
Joanne,423,1968,Female
Nicola,420,1968,Female
Angela,410,1968,Female
Deborah,397,1968,Female
Tracey,393,1968,Female
Susan,365,1968,Female
Donna,358,1968,Female
Sharon,338,1968,Female
Julie,328,1968,Female
Christine,324,1968,Female
Helen,310,1968,Female
Sandra,306,1968,Female
Jacqueline,299,1968,Female
Andrea,266,1968,Female
Sarah,262,1968,Female
Fiona,252,1968,Female
Leanne,250,1968,Female
Elizabeth,239,1968,Female
Paula,236,1968,Female
Wendy,232,1968,Female
Catherine,232,1968,Female
Megan,221,1968,Female
Jennifer,219,1968,Female
Jane,205,1968,Female
Tracy,200,1968,Female
Maria,198,1968,Female
Robyn,189,1968,Female
Amanda,178,1968,Female
Linda,177,1968,Female
Janine,175,1968,Female
Louise,170,1968,Female
Kathryn,166,1968,Female
Patricia,163,1968,Female
Tina,161,1968,Female
Rachel,157,1968,Female
Tanya,154,1968,Female
Maree,149,1968,Female
Suzanne,147,1968,Female
Alison,141,1968,Female
Anna,141,1968,Female
Denise,139,1968,Female
Mary,137,1968,Female
Vicki,134,1968,Female
Vanessa,133,1968,Female
Brenda,129,1968,Female
Diane,128,1968,Female
Katrina,127,1968,Female
Raewyn,126,1968,Female
Heather,125,1968,Female
Carol,124,1968,Female
Anne,122,1968,Female
Bronwyn,120,1968,Female
Margaret,118,1968,Female
Justine,117,1968,Female
Toni,115,1968,Female
Joanna,115,1968,Female
Stephanie,111,1968,Female
Carolyn,108,1968,Female
Lynette,107,1968,Female
Shelley,106,1968,Female
Debra,103,1968,Female
Rebecca,102,1968,Female
Katherine,102,1968,Female
Annette,102,1968,Female
Caroline,101,1968,Female
Pauline,100,1968,Female
Lynda,100,1968,Female
Debbie,100,1968,Female
Sally,97,1968,Female
Claire,91,1968,Female
Teresa,89,1968,Female
Sonya,89,1968,Female
Pamela,88,1968,Female
Melanie,88,1968,Female
Melissa,87,1968,Female
Barbara,87,1968,Female
Judith,84,1968,Female
Victoria,83,1968,Female
Cherie,83,1968,Female
Ruth,81,1968,Female
Marie,81,1968,Female
Kathleen,80,1968,Female
Dianne,80,1968,Female
Philippa,76,1968,Female
Kerry,76,1968,Female
Natalie,75,1968,Female
Bridget,72,1968,Female
Anita,72,1968,Female
Ann,72,1968,Female
Christina,70,1968,Female
Sheryl,69,1968,Female
Yvonne,67,1968,Female
Jan,66,1968,Female
Kirsten,65,1968,Female
Karyn,62,1968,Female
Lisa,934,1969,Female
Michelle,674,1969,Female
Karen,515,1969,Female
Joanne,456,1969,Female
Tania,446,1969,Female
Nicola,431,1969,Female
Angela,427,1969,Female
Deborah,387,1969,Female
Tracey,372,1969,Female
Kim,359,1969,Female
Susan,347,1969,Female
Donna,335,1969,Female
Sharon,330,1969,Female
Fiona,311,1969,Female
Julie,309,1969,Female
Paula,287,1969,Female
Sarah,285,1969,Female
Andrea,265,1969,Female
Christine,260,1969,Female
Jacqueline,256,1969,Female
Sandra,254,1969,Female
Rachel,254,1969,Female
Helen,254,1969,Female
Catherine,249,1969,Female
Elizabeth,245,1969,Female
Jennifer,242,1969,Female
Wendy,233,1969,Female
Amanda,225,1969,Female
Leanne,216,1969,Female
Tracy,213,1969,Female
Janine,211,1969,Female
Maria,205,1969,Female
Joanna,200,1969,Female
Vanessa,199,1969,Female
Linda,187,1969,Female
Jane,182,1969,Female
Robyn,170,1969,Female
Katrina,160,1969,Female
Kathryn,157,1969,Female
Louise,156,1969,Female
Megan,154,1969,Female
Rebecca,153,1969,Female
Carolyn,149,1969,Female
Suzanne,144,1969,Female
Tina,142,1969,Female
Heather,139,1969,Female
Maree,136,1969,Female
Vicki,135,1969,Female
Melissa,130,1969,Female
Victoria,127,1969,Female
Toni,126,1969,Female
Stephanie,124,1969,Female
Mary,124,1969,Female
Alison,121,1969,Female
Anna,120,1969,Female
Tanya,114,1969,Female
Denise,112,1969,Female
Justine,110,1969,Female
Margaret,108,1969,Female
Diane,107,1969,Female
Patricia,106,1969,Female
Bronwyn,106,1969,Female
Debra,105,1969,Female
Raewyn,104,1969,Female
Brenda,103,1969,Female
Shelley,102,1969,Female
Melanie,102,1969,Female
Katherine,101,1969,Female
Teresa,99,1969,Female
Anne,98,1969,Female
Natalie,93,1969,Female
Judith,92,1969,Female
Cherie,92,1969,Female
Debbie,91,1969,Female
Sonya,88,1969,Female
Sally,86,1969,Female
Karyn,86,1969,Female
Kathleen,85,1969,Female
Rachael,83,1969,Female
Marie,83,1969,Female
Carol,82,1969,Female
Pamela,80,1969,Female
Christina,78,1969,Female
Anita,78,1969,Female
Lynda,77,1969,Female
Caroline,77,1969,Female
Pauline,76,1969,Female
Annette,75,1969,Female
Barbara,75,1969,Female
Lynette,74,1969,Female
Belinda,73,1969,Female
Ann,72,1969,Female
Michele,71,1969,Female
Nicole,71,1969,Female
Philippa,70,1969,Female
Claire,70,1969,Female
Vicky,67,1969,Female
Kirsten,67,1969,Female
Emma,67,1969,Female
Penelope,65,1969,Female
Lisa,786,1970,Female
Michelle,666,1970,Female
Karen,497,1970,Female
Rachel,466,1970,Female
Joanne,446,1970,Female
Nicola,431,1970,Female
Tracey,423,1970,Female
Angela,409,1970,Female
Tania,403,1970,Female
Deborah,332,1970,Female
Tracy,317,1970,Female
Kim,301,1970,Female
Sarah,293,1970,Female
Sharon,290,1970,Female
Paula,289,1970,Female
Donna,287,1970,Female
Julie,281,1970,Female
Fiona,281,1970,Female
Susan,266,1970,Female
Andrea,256,1970,Female
Jacqueline,254,1970,Female
Catherine,243,1970,Female
Amanda,238,1970,Female
Christine,230,1970,Female
Sandra,228,1970,Female
Helen,226,1970,Female
Leanne,225,1970,Female
Vanessa,217,1970,Female
Joanna,204,1970,Female
Jennifer,201,1970,Female
Wendy,197,1970,Female
Maria,197,1970,Female
Rebecca,196,1970,Female
Elizabeth,195,1970,Female
Janine,190,1970,Female
Megan,184,1970,Female
Suzanne,183,1970,Female
Linda,167,1970,Female
Louise,166,1970,Female
Robyn,162,1970,Female
Jane,161,1970,Female
Kathryn,159,1970,Female
Rachael,158,1970,Female
Melissa,147,1970,Female
Victoria,145,1970,Female
Tina,144,1970,Female
Justine,142,1970,Female
Anna,142,1970,Female
Katrina,137,1970,Female
Stephanie,134,1970,Female
Cheryl,131,1970,Female
Melanie,126,1970,Female
Carolyn,126,1970,Female
Shelley,123,1970,Female
Katherine,119,1970,Female
Teresa,118,1970,Female
Toni,118,1970,Female
Tanya,117,1970,Female
Mary,117,1970,Female
Bronwyn,117,1970,Female
Diane,108,1970,Female
Vicki,107,1970,Female
Patricia,107,1970,Female
Maree,107,1970,Female
Margaret,103,1970,Female
Alison,102,1970,Female
Anne,98,1970,Female
Nicole,96,1970,Female
Caroline,95,1970,Female
Belinda,93,1970,Female
Sheryl,92,1970,Female
Natalie,92,1970,Female
Carol,92,1970,Female
Pamela,91,1970,Female
Heather,89,1970,Female
Raewyn,88,1970,Female
Bridget,86,1970,Female
Brenda,86,1970,Female
Sonya,85,1970,Female
Debbie,85,1970,Female
Rochelle,84,1970,Female
Denise,84,1970,Female
Philippa,83,1970,Female
Anita,83,1970,Female
Kerry,81,1970,Female
Judith,81,1970,Female
Sally,78,1970,Female
Emma,78,1970,Female
Debra,77,1970,Female
Kelly,76,1970,Female
Lynda,75,1970,Female
Cherie,75,1970,Female
Karyn,73,1970,Female
Julia,72,1970,Female
Marie,70,1970,Female
Penelope,69,1970,Female
Lynette,69,1970,Female
Pauline,69,1970,Female
Claire,69,1970,Female
Sonia,67,1970,Female
Lisa,674,1971,Female
Michelle,662,1971,Female
Rachel,584,1971,Female
Joanne,567,1971,Female
Nicola,470,1971,Female
Karen,465,1971,Female
Tracey,457,1971,Female
Angela,413,1971,Female
Tania,386,1971,Female
Deborah,339,1971,Female
Amanda,334,1971,Female
Tracy,328,1971,Female
Sarah,326,1971,Female
Kelly,319,1971,Female
Kim,305,1971,Female
Julie,285,1971,Female
Susan,273,1971,Female
Vanessa,273,1971,Female
Fiona,271,1971,Female
Andrea,267,1971,Female
Donna,265,1971,Female
Rebecca,258,1971,Female
Catherine,244,1971,Female
Sharon,243,1971,Female
Rachael,242,1971,Female
Jacqueline,231,1971,Female
Paula,218,1971,Female
Melanie,207,1971,Female
Elizabeth,207,1971,Female
Christine,207,1971,Female
Jennifer,203,1971,Female
Wendy,198,1971,Female
Helen,196,1971,Female
Suzanne,194,1971,Female
Megan,194,1971,Female
Joanna,186,1971,Female
Leanne,178,1971,Female
Sandra,177,1971,Female
Tina,175,1971,Female
Rochelle,175,1971,Female
Kathryn,168,1971,Female
Jane,168,1971,Female
Anna,168,1971,Female
Victoria,164,1971,Female
Melissa,164,1971,Female
Janine,162,1971,Female
Katrina,160,1971,Female
Maria,155,1971,Female
Shelley,151,1971,Female
Louise,151,1971,Female
Stephanie,140,1971,Female
Linda,137,1971,Female
Robyn,131,1971,Female
Justine,126,1971,Female
Cheryl,126,1971,Female
Patricia,123,1971,Female
Nicole,122,1971,Female
Toni,112,1971,Female
Carolyn,109,1971,Female
Teresa,108,1971,Female
Denise,108,1971,Female
Mary,106,1971,Female
Vicki,104,1971,Female
Tanya,103,1971,Female
Belinda,101,1971,Female
Bronwyn,99,1971,Female
Alison,96,1971,Female
Caroline,96,1971,Female
Heather,94,1971,Female
Kirsten,93,1971,Female
Bridget,93,1971,Female
Emma,91,1971,Female
Margaret,90,1971,Female
Cherie,88,1971,Female
Maree,87,1971,Female
Kerry,87,1971,Female
Sheryl,86,1971,Female
Sally,85,1971,Female
Sonya,85,1971,Female
Katherine,85,1971,Female
Brenda,84,1971,Female
Debra,84,1971,Female
Anne,84,1971,Female
Claire,84,1971,Female
Diane,82,1971,Female
Pauline,81,1971,Female
Julia,81,1971,Female
Annette,81,1971,Female
Sharlene,79,1971,Female
Debbie,79,1971,Female
Natasha,78,1971,Female
Kirsty,76,1971,Female
Philippa,75,1971,Female
Anita,75,1971,Female
Raewyn,74,1971,Female
Carol,70,1971,Female
Karyn,69,1971,Female
Penelope,68,1971,Female
Kathleen,68,1971,Female
Barbara,68,1971,Female
Michelle,618,1972,Female
Lisa,598,1972,Female
Rachel,496,1972,Female
Nicola,479,1972,Female
Joanne,476,1972,Female
Angela,456,1972,Female
Sarah,448,1972,Female
Tracey,440,1972,Female
Karen,383,1972,Female
Tania,349,1972,Female
Kelly,330,1972,Female
Kim,292,1972,Female
Amanda,290,1972,Female
Deborah,289,1972,Female
Tracy,260,1972,Female
Andrea,259,1972,Female
Fiona,257,1972,Female
Julie,249,1972,Female
Melanie,238,1972,Female
Rebecca,235,1972,Female
Vanessa,228,1972,Female
Donna,221,1972,Female
Paula,220,1972,Female
Megan,218,1972,Female
Susan,217,1972,Female
Melissa,213,1972,Female
Catherine,213,1972,Female
Sharon,211,1972,Female
Rachael,204,1972,Female
Jennifer,203,1972,Female
Jacqueline,199,1972,Female
Rochelle,192,1972,Female
Elizabeth,192,1972,Female
Christine,191,1972,Female
Wendy,185,1972,Female
Katrina,184,1972,Female
Helen,181,1972,Female
Leanne,175,1972,Female
Suzanne,174,1972,Female
Anna,172,1972,Female
Stephanie,171,1972,Female
Kathryn,170,1972,Female
Joanna,169,1972,Female
Jane,167,1972,Female
Victoria,162,1972,Female
Louise,160,1972,Female
Janine,158,1972,Female
Sandra,149,1972,Female
Natasha,147,1972,Female
Tina,144,1972,Female
Shelley,138,1972,Female
Maria,134,1972,Female
Kirsten,126,1972,Female
Justine,125,1972,Female
Teresa,124,1972,Female
Kylie,124,1972,Female
Katherine,114,1972,Female
Emma,113,1972,Female
Mary,111,1972,Female
Toni,109,1972,Female
Linda,106,1972,Female
Vicki,105,1972,Female
Tanya,101,1972,Female
Denise,101,1972,Female
Natalie,95,1972,Female
Kerry,94,1972,Female
Nicole,92,1972,Female
Alison,92,1972,Female
Bronwyn,91,1972,Female
Cherie,88,1972,Female
Robyn,87,1972,Female
Maree,84,1972,Female
Debbie,84,1972,Female
Cheryl,83,1972,Female
Brenda,82,1972,Female
Belinda,82,1972,Female
Heather,79,1972,Female
Debra,79,1972,Female
Sharlene,78,1972,Female
Patricia,78,1972,Female
Julia,78,1972,Female
Kirsty,76,1972,Female
Carolyn,76,1972,Female
Carmen,75,1972,Female
Diane,74,1972,Female
Sally,73,1972,Female
Bridget,73,1972,Female
Ruth,72,1972,Female
Caroline,72,1972,Female
Claire,70,1972,Female
Anne,70,1972,Female
Philippa,69,1972,Female
